timestamp,asset_id,motor_temperature,intake_pressure,discharge_pressure,motor_current,radial_vibration,axial_vibration,flow_rate,efficiency
2026-01-07T20:30:00,ESP-Well-001,112.34,262.81,1094.41,59.63,0.72,0.8,2886.91,77.05
2026-01-07T20:40:00,ESP-Well-001,113.66,423.3,1115.03,55.21,0.89,0.48,3103.01,83.83
2026-01-07T20:50:00,ESP-Well-001,99.5,272.35,1133.19,66.89,0.64,0.28,2923.7,85.82
2026-01-07T21:00:00,ESP-Well-001,90.01,257.79,872.3,56.27,1.07,0.71,2556.76,87.56
2026-01-07T21:10:00,ESP-Well-001,85.71,274.03,1006.92,58.28,1.38,0.21,3109.9,82.19
2026-01-07T21:20:00,ESP-Well-001,87.68,268.02,900.85,53.05,1.35,0.8,2682.28,80.6
2026-01-07T21:30:00,ESP-Well-001,95.33,351.31,1084.62,57.09,1.04,0.48,3345.49,77.14
2026-01-07T21:40:00,ESP-Well-001,86.8,399.46,1114.97,68.81,1.31,0.43,2545.94,81.73
2026-01-07T21:50:00,ESP-Well-001,100.43,373.38,1070.52,58.75,0.94,0.31,3232.02,75.5
2026-01-07T22:00:00,ESP-Well-001,105.9,279.68,909.32,60.68,1.03,0.38,2593.56,83.64
2026-01-07T22:10:00,ESP-Well-001,96.33,271.47,906.94,54.94,1.18,0.76,2532.96,77.81
2026-01-07T22:20:00,ESP-Well-001,96.71,351.27,958.3,62.91,0.66,0.34,2725.01,85.41
2026-01-07T22:30:00,ESP-Well-001,103.54,278.98,1034.16,59.49,0.72,0.26,2538.86,75.9
2026-01-07T22:40:00,ESP-Well-001,104.11,344.63,821.25,53.75,1.29,0.77,3196.46,76.01
2026-01-07T22:50:00,ESP-Well-001,91.85,300.69,995.66,57.26,0.79,0.22,3055.95,78.0
2026-01-07T23:00:00,ESP-Well-001,109.72,354.32,881.82,60.85,0.84,0.77,3461.94,84.06
2026-01-07T23:10:00,ESP-Well-001,87.19,396.2,1100.13,66.74,0.61,0.67,3061.38,78.7
2026-01-07T23:20:00,ESP-Well-001,92.54,367.29,938.82,57.1,1.16,0.22,2880.44,86.34
2026-01-07T23:30:00,ESP-Well-001,90.35,281.61,1031.76,69.35,1.36,0.56,3202.54,84.75
2026-01-07T23:40:00,ESP-Well-001,95.98,365.27,1160.82,67.88,1.01,0.41,2788.12,82.55
2026-01-07T23:50:00,ESP-Well-001,85.55,421.08,923.33,57.8,0.98,0.37,3329.32,84.34
2026-01-08T00:00:00,ESP-Well-001,90.84,293.18,828.98,51.7,1.32,0.76,3325.58,87.74
2026-01-08T00:10:00,ESP-Well-001,103.89,449.62,956.08,68.44,0.73,0.72,2775.11,86.73
2026-01-08T00:20:00,ESP-Well-001,85.83,359.97,1003.63,64.67,0.84,0.58,3082.81,81.28
2026-01-08T00:30:00,ESP-Well-001,108.24,403.5,841.35,68.75,1.18,0.54,3070.03,76.36
2026-01-08T00:40:00,ESP-Well-001,85.17,363.51,1034.38,53.9,1.19,0.76,2952.71,75.4
2026-01-08T00:50:00,ESP-Well-001,100.11,401.55,980.28,56.87,0.83,0.58,2740.82,78.0
2026-01-08T01:00:00,ESP-Well-001,85.47,282.38,1077.64,64.95,1.27,0.25,3357.17,79.67
2026-01-08T01:10:00,ESP-Well-001,104.92,362.79,807.03,68.06,0.84,0.52,3194.07,83.62
2026-01-08T01:20:00,ESP-Well-001,90.55,369.09,1191.51,50.05,1.28,0.64,3104.36,83.75
2026-01-08T01:30:00,ESP-Well-001,112.85,287.13,1101.86,65.04,0.92,0.65,2985.62,85.35
2026-01-08T01:40:00,ESP-Well-001,105.56,405.09,919.78,61.12,0.77,0.53,3131.28,83.71
2026-01-08T01:50:00,ESP-Well-001,107.55,347.99,1192.35,59.57,1.16,0.39,3283.46,77.13
2026-01-08T02:00:00,ESP-Well-001,96.2,366.57,831.81,57.22,0.97,0.35,3308.11,86.84
2026-01-08T02:10:00,ESP-Well-001,104.32,262.03,1100.49,64.09,1.37,0.44,3361.23,76.84
2026-01-08T02:20:00,ESP-Well-001,92.7,377.53,1079.54,69.76,1.33,0.63,2877.91,76.23
2026-01-08T02:30:00,ESP-Well-001,85.07,275.42,953.65,58.51,0.87,0.73,2985.01,78.19
2026-01-08T02:40:00,ESP-Well-001,94.55,405.39,849.88,50.81,0.9,0.52,2638.84,87.69
2026-01-08T02:50:00,ESP-Well-001,100.44,312.02,879.13,57.94,1.13,0.69,2519.13,86.06
2026-01-08T03:00:00,ESP-Well-001,101.63,360.23,966.61,66.94,1.25,0.63,3140.07,79.75
2026-01-08T03:10:00,ESP-Well-001,92.74,265.34,1045.82,52.45,1.08,0.63,2983.86,78.0
2026-01-08T03:20:00,ESP-Well-001,98.54,437.08,913.73,68.85,1.08,0.48,2991.21,84.49
2026-01-08T03:30:00,ESP-Well-001,110.77,251.99,1158.5,52.55,0.85,0.58,3245.5,83.3
2026-01-08T03:40:00,ESP-Well-001,99.23,273.43,1035.02,60.94,0.82,0.65,3368.23,87.16
2026-01-08T03:50:00,ESP-Well-001,89.28,267.05,1057.43,62.34,0.8,0.36,3140.3,76.92
2026-01-08T04:00:00,ESP-Well-001,114.97,392.61,823.76,56.45,0.81,0.59,2723.29,76.72
2026-01-08T04:10:00,ESP-Well-001,98.71,366.79,1102.93,68.67,1.28,0.24,3323.05,79.93
2026-01-08T04:20:00,ESP-Well-001,85.99,347.96,806.09,52.81,1.02,0.69,2692.66,82.48
2026-01-08T04:30:00,ESP-Well-001,96.47,396.67,895.14,61.94,0.91,0.41,3211.94,86.33
2026-01-08T04:40:00,ESP-Well-001,87.03,302.84,968.89,69.43,0.64,0.33,2957.75,86.34
2026-01-08T04:50:00,ESP-Well-001,103.49,444.04,1101.05,59.4,0.94,0.35,2913.89,80.86
2026-01-08T05:00:00,ESP-Well-001,88.61,298.46,1051.61,58.45,0.89,0.25,3026.99,77.29
2026-01-08T05:10:00,ESP-Well-001,113.34,250.11,990.46,60.46,0.62,0.3,3158.94,87.46
2026-01-08T05:20:00,ESP-Well-001,86.17,397.28,1032.16,67.55,1.27,0.74,3053.44,83.71
2026-01-08T05:30:00,ESP-Well-001,114.85,424.96,1132.78,61.31,1.37,0.32,2815.19,80.25
2026-01-08T05:40:00,ESP-Well-001,91.85,308.41,1153.34,63.01,0.75,0.25,2618.97,87.52
2026-01-08T05:50:00,ESP-Well-001,112.2,329.02,956.1,52.69,1.28,0.4,2786.47,83.14
2026-01-08T06:00:00,ESP-Well-001,108.38,440.62,1092.64,65.44,0.71,0.57,3076.64,87.16
2026-01-08T06:10:00,ESP-Well-001,98.5,300.59,1051.56,59.66,0.7,0.58,2898.32,77.99
2026-01-08T06:20:00,ESP-Well-001,89.9,293.09,1106.87,59.2,0.75,0.56,2957.71,75.03
2026-01-08T06:30:00,ESP-Well-001,85.65,368.67,834.65,66.71,1.17,0.78,2782.25,85.73
2026-01-08T06:40:00,ESP-Well-001,108.86,435.62,1138.22,64.38,1.05,0.47,2858.55,82.78
2026-01-08T06:50:00,ESP-Well-001,108.06,360.0,948.86,67.63,0.66,0.72,2746.15,86.74
2026-01-08T07:00:00,ESP-Well-001,87.62,422.96,1196.08,68.58,0.88,0.55,3403.02,84.95
2026-01-08T07:10:00,ESP-Well-001,91.77,311.74,900.96,64.35,1.34,0.26,3093.04,77.79
2026-01-08T07:20:00,ESP-Well-001,98.03,375.69,966.79,55.95,1.08,0.5,3379.25,79.7
2026-01-08T07:30:00,ESP-Well-001,104.37,251.74,992.35,67.75,1.21,0.44,3102.88,86.92
2026-01-08T07:40:00,ESP-Well-001,91.56,310.29,855.21,63.89,0.98,0.32,3038.74,76.85
2026-01-08T07:50:00,ESP-Well-001,107.92,333.41,1120.15,68.63,0.65,0.35,3230.73,83.5
2026-01-08T08:00:00,ESP-Well-001,108.11,286.03,1059.14,62.91,0.77,0.43,3383.34,77.51
2026-01-08T08:10:00,ESP-Well-001,114.84,375.36,802.41,66.62,0.91,0.74,3219.22,85.48
2026-01-08T08:20:00,ESP-Well-001,103.63,293.4,872.31,62.45,0.7,0.21,2834.38,75.4
2026-01-08T08:30:00,ESP-Well-001,90.96,314.94,865.3,51.49,1.09,0.32,2632.55,83.31
2026-01-08T08:40:00,ESP-Well-001,107.95,421.02,962.87,64.61,0.64,0.52,3296.79,85.09
2026-01-08T08:50:00,ESP-Well-001,95.16,274.4,1161.06,53.84,1.04,0.78,2881.57,87.91
2026-01-08T09:00:00,ESP-Well-001,111.16,386.69,908.9,62.61,0.79,0.47,3051.7,75.89
2026-01-08T09:10:00,ESP-Well-001,100.09,368.69,1142.67,62.92,0.79,0.4,2961.22,76.9
2026-01-08T09:20:00,ESP-Well-001,106.34,448.69,1095.37,69.93,0.64,0.79,2877.14,80.83
2026-01-08T09:30:00,ESP-Well-001,99.33,378.67,1003.16,56.08,1.22,0.34,3006.94,81.87
2026-01-08T09:40:00,ESP-Well-001,88.36,301.01,916.88,58.64,0.73,0.57,3480.34,75.83
2026-01-08T09:50:00,ESP-Well-001,110.37,415.67,1157.8,58.49,0.67,0.67,3373.41,87.25
2026-01-08T10:00:00,ESP-Well-001,113.37,376.26,819.68,53.22,1.25,0.76,2838.15,75.33
2026-01-08T10:10:00,ESP-Well-001,104.37,441.19,901.16,54.56,1.09,0.6,2903.7,78.26
2026-01-08T10:20:00,ESP-Well-001,85.43,418.46,1043.21,60.68,1.39,0.36,2873.56,77.72
2026-01-08T10:30:00,ESP-Well-001,95.38,386.94,1175.8,69.88,1.35,0.29,2647.28,84.02
2026-01-08T10:40:00,ESP-Well-001,93.34,380.8,837.34,69.51,0.71,0.28,3124.35,85.82
2026-01-08T10:50:00,ESP-Well-001,105.39,331.54,1144.93,63.78,0.77,0.59,2770.34,75.18
2026-01-08T11:00:00,ESP-Well-001,92.72,266.07,828.82,56.39,1.09,0.42,2820.74,85.27
2026-01-08T11:10:00,ESP-Well-001,110.8,425.53,1083.51,53.99,1.28,0.29,3178.0,82.24
2026-01-08T11:20:00,ESP-Well-001,107.05,438.01,947.97,69.82,0.73,0.23,3399.91,76.46
2026-01-08T11:30:00,ESP-Well-001,96.08,429.16,959.82,63.14,0.69,0.63,2753.05,75.68
2026-01-08T11:40:00,ESP-Well-001,92.87,435.38,1012.24,63.04,0.79,0.35,3160.03,79.2
2026-01-08T11:50:00,ESP-Well-001,100.46,260.35,934.11,52.91,0.99,0.67,2945.73,80.83
2026-01-08T12:00:00,ESP-Well-001,110.7,319.7,1084.61,59.09,1.31,0.78,3162.14,80.49
2026-01-08T12:10:00,ESP-Well-001,110.84,302.41,1099.33,51.68,0.94,0.58,3031.86,84.07
2026-01-08T12:20:00,ESP-Well-001,109.26,292.4,840.72,57.98,0.94,0.39,3212.82,75.47
2026-01-08T12:30:00,ESP-Well-001,110.0,421.53,962.42,50.24,1.17,0.27,3046.29,79.63
2026-01-08T12:40:00,ESP-Well-001,88.79,425.74,1170.16,50.9,0.76,0.53,2879.04,85.87
2026-01-08T12:50:00,ESP-Well-001,92.37,273.63,1034.05,67.63,1.09,0.3,3090.38,77.36
2026-01-08T13:00:00,ESP-Well-001,94.84,275.31,829.38,63.77,0.85,0.27,2603.4,83.25
2026-01-08T13:10:00,ESP-Well-001,97.4,429.79,1119.3,52.48,1.23,0.34,2700.01,78.25
2026-01-08T13:20:00,ESP-Well-001,101.05,375.83,967.12,55.97,1.1,0.4,3101.75,80.08
2026-01-08T13:30:00,ESP-Well-001,99.04,430.67,1194.9,55.44,1.11,0.51,2953.93,85.46
2026-01-08T13:40:00,ESP-Well-001,110.68,325.2,809.84,57.6,0.8,0.2,2523.66,78.31
2026-01-08T13:50:00,ESP-Well-001,107.72,273.76,891.96,60.4,1.13,0.47,2555.03,84.06
2026-01-08T14:00:00,ESP-Well-001,104.23,434.44,882.59,66.21,0.83,0.54,2545.5,87.96
2026-01-08T14:10:00,ESP-Well-001,91.63,283.85,1104.18,54.67,0.94,0.31,2563.85,86.64
2026-01-08T14:20:00,ESP-Well-001,98.05,322.49,953.34,50.16,1.35,0.74,3292.58,77.39
2026-01-08T14:30:00,ESP-Well-001,91.98,355.0,812.16,68.51,1.14,0.76,2862.88,82.43
2026-01-08T14:40:00,ESP-Well-001,108.02,354.4,988.79,59.42,1.04,0.61,2643.83,75.72
2026-01-08T14:50:00,ESP-Well-001,96.45,446.84,951.14,62.83,1.19,0.23,2928.34,84.31
2026-01-08T15:00:00,ESP-Well-001,97.73,285.28,957.19,69.39,1.06,0.26,2985.7,82.47
2026-01-08T15:10:00,ESP-Well-001,99.46,256.29,816.97,67.88,1.2,0.72,2657.02,79.19
2026-01-08T15:20:00,ESP-Well-001,85.97,434.17,1195.65,50.3,1.39,0.33,2647.65,78.59
2026-01-08T15:30:00,ESP-Well-001,98.82,323.37,989.17,56.75,0.78,0.72,3045.05,85.56
2026-01-08T15:40:00,ESP-Well-001,92.77,306.86,889.49,55.24,1.36,0.44,3493.37,79.63
2026-01-08T15:50:00,ESP-Well-001,106.94,269.29,1197.75,61.69,1.26,0.4,2642.31,77.81
2026-01-08T16:00:00,ESP-Well-001,85.53,280.72,1121.91,62.71,0.72,0.74,2737.65,81.87
2026-01-08T16:10:00,ESP-Well-001,95.39,286.8,1009.93,57.48,1.29,0.54,3009.45,82.04
2026-01-08T16:20:00,ESP-Well-001,108.76,374.76,917.8,66.72,1.36,0.74,3313.58,87.9
2026-01-08T16:30:00,ESP-Well-001,92.76,425.86,1128.14,61.7,0.97,0.24,3367.54,79.65
2026-01-08T16:40:00,ESP-Well-001,108.93,326.71,949.41,54.66,0.96,0.68,2813.87,77.86
2026-01-08T16:50:00,ESP-Well-001,92.6,277.39,1036.66,56.99,0.98,0.68,2915.19,80.22
2026-01-08T17:00:00,ESP-Well-001,89.23,421.8,1008.83,57.45,1.03,0.47,3272.91,81.87
2026-01-08T17:10:00,ESP-Well-001,87.77,394.05,973.16,64.61,0.94,0.41,3110.03,86.05
2026-01-08T17:20:00,ESP-Well-001,94.2,421.73,919.54,60.89,0.94,0.5,2771.9,85.58
2026-01-08T17:30:00,ESP-Well-001,96.35,391.08,1099.85,55.54,1.26,0.45,2990.26,82.48
2026-01-08T17:40:00,ESP-Well-001,90.43,392.56,849.0,63.13,0.78,0.55,3363.81,76.94
2026-01-08T17:50:00,ESP-Well-001,110.36,416.54,802.35,66.81,1.08,0.36,2965.33,79.19
2026-01-08T18:00:00,ESP-Well-001,111.06,352.1,942.66,52.55,1.14,0.71,3441.11,79.03
2026-01-08T18:10:00,ESP-Well-001,85.7,398.72,940.42,63.49,0.85,0.43,2583.09,81.81
2026-01-08T18:20:00,ESP-Well-001,102.93,406.68,1166.38,63.79,1.28,0.48,3237.71,79.68
2026-01-08T18:30:00,ESP-Well-001,104.82,280.51,808.87,55.24,0.65,0.59,3406.14,80.77
2026-01-08T18:40:00,ESP-Well-001,101.67,381.27,1043.08,67.09,0.96,0.47,2577.56,83.82
2026-01-08T18:50:00,ESP-Well-001,85.18,294.79,1196.92,62.2,1.02,0.55,2860.56,76.44
2026-01-08T19:00:00,ESP-Well-001,107.16,278.13,1080.56,53.8,0.77,0.54,3258.66,75.56
2026-01-08T19:10:00,ESP-Well-001,88.18,321.93,852.2,52.53,0.8,0.33,2997.37,83.3
2026-01-08T19:20:00,ESP-Well-001,112.03,324.74,1121.95,66.67,1.29,0.53,3119.12,76.64
2026-01-08T19:30:00,ESP-Well-001,99.63,268.98,1094.76,53.84,1.12,0.33,2564.41,78.53
2026-01-08T19:40:00,ESP-Well-001,94.64,325.96,857.42,58.28,0.64,0.4,3407.31,78.75
2026-01-08T19:50:00,ESP-Well-001,90.2,418.36,1160.6,50.3,1.35,0.51,3132.02,80.93
2026-01-08T20:00:00,ESP-Well-001,90.73,416.2,913.0,56.17,1.11,0.22,2563.98,77.16
2026-01-08T20:10:00,ESP-Well-001,108.06,251.21,1169.57,61.97,1.1,0.39,2513.36,76.62
2026-01-08T20:20:00,ESP-Well-001,85.5,407.8,908.4,51.59,1.39,0.66,3162.97,86.71
2026-01-08T20:30:00,ESP-Well-001,112.72,265.76,884.54,59.46,1.4,0.43,2702.05,79.87
2026-01-08T20:40:00,ESP-Well-001,85.86,317.26,893.29,67.76,0.6,0.38,3272.99,83.71
2026-01-08T20:50:00,ESP-Well-001,93.45,353.16,1058.3,64.03,0.84,0.24,3193.56,76.99
2026-01-08T21:00:00,ESP-Well-001,98.19,440.78,1035.67,55.75,1.3,0.53,2567.55,81.11
2026-01-08T21:10:00,ESP-Well-001,109.94,446.73,914.62,66.96,1.35,0.39,2696.26,75.03
2026-01-08T21:20:00,ESP-Well-001,109.55,275.97,810.4,58.85,0.61,0.48,3310.43,87.37
2026-01-08T21:30:00,ESP-Well-001,93.31,274.2,1000.28,67.73,0.9,0.51,2924.95,81.92
2026-01-08T21:40:00,ESP-Well-001,88.11,352.67,1174.49,60.47,0.86,0.28,2583.67,76.54
2026-01-08T21:50:00,ESP-Well-001,89.32,419.82,873.66,62.73,1.39,0.3,3378.4,77.53
2026-01-08T22:00:00,ESP-Well-001,87.5,363.67,1129.69,66.47,1.37,0.24,2770.78,79.12
2026-01-08T22:10:00,ESP-Well-001,104.83,369.08,1118.28,67.38,0.67,0.56,2752.5,82.6
2026-01-08T22:20:00,ESP-Well-001,106.84,391.06,1139.45,56.79,1.32,0.47,3448.34,80.6
2026-01-08T22:30:00,ESP-Well-001,88.66,301.56,1123.51,60.94,0.65,0.28,3062.15,86.57
2026-01-08T22:40:00,ESP-Well-001,108.48,373.75,841.14,65.43,1.01,0.5,2907.4,79.72
2026-01-08T22:50:00,ESP-Well-001,91.71,257.17,1082.66,61.64,1.3,0.34,3374.42,78.47
2026-01-08T23:00:00,ESP-Well-001,101.3,303.37,827.64,61.37,1.07,0.33,3047.38,76.73
2026-01-08T23:10:00,ESP-Well-001,110.64,295.5,1006.04,68.26,1.12,0.68,3130.99,80.94
2026-01-08T23:20:00,ESP-Well-001,113.75,315.68,1047.4,62.17,0.74,0.76,3119.4,80.45
2026-01-08T23:30:00,ESP-Well-001,86.09,357.61,905.52,59.78,1.25,0.64,3056.51,76.58
2026-01-08T23:40:00,ESP-Well-001,107.29,417.18,1150.28,64.41,0.76,0.31,3213.93,78.53
2026-01-08T23:50:00,ESP-Well-001,87.46,331.65,1082.57,58.25,1.18,0.5,3139.81,79.34
2026-01-09T00:00:00,ESP-Well-001,97.43,434.74,898.37,58.53,1.25,0.58,2595.22,86.91
2026-01-09T00:10:00,ESP-Well-001,95.07,387.87,1006.71,50.01,1.3,0.73,2520.44,83.11
2026-01-09T00:20:00,ESP-Well-001,100.57,303.97,913.8,62.16,0.82,0.72,2861.04,85.49
2026-01-09T00:30:00,ESP-Well-001,93.89,326.97,903.93,64.66,1.06,0.22,2815.78,76.24
2026-01-09T00:40:00,ESP-Well-001,105.88,384.67,813.7,68.73,0.71,0.72,2785.25,81.45
2026-01-09T00:50:00,ESP-Well-001,96.06,316.63,1163.51,68.07,0.69,0.57,3075.76,87.75
2026-01-09T01:00:00,ESP-Well-001,102.94,368.22,1035.74,63.38,0.69,0.5,2781.4,82.03
2026-01-09T01:10:00,ESP-Well-001,99.72,420.73,955.3,55.79,1.37,0.45,2779.77,76.0
2026-01-09T01:20:00,ESP-Well-001,102.42,335.77,1185.23,66.0,1.26,0.46,2598.3,78.83
2026-01-09T01:30:00,ESP-Well-001,112.96,346.01,1048.68,61.6,1.3,0.61,3402.79,80.61
2026-01-09T01:40:00,ESP-Well-001,107.03,305.33,955.72,61.16,1.17,0.26,3372.24,83.28
2026-01-09T01:50:00,ESP-Well-001,102.02,388.02,800.06,66.21,0.84,0.55,2690.72,79.8
2026-01-09T02:00:00,ESP-Well-001,92.73,266.55,947.31,60.17,1.38,0.28,2569.97,78.72
2026-01-09T02:10:00,ESP-Well-001,113.82,414.68,934.83,60.07,0.67,0.3,3330.11,82.87
2026-01-09T02:20:00,ESP-Well-001,92.83,354.91,1063.37,66.8,0.96,0.32,3318.41,87.81
2026-01-09T02:30:00,ESP-Well-001,93.14,325.44,868.6,62.55,0.85,0.45,3161.45,81.69
2026-01-09T02:40:00,ESP-Well-001,104.19,306.21,995.63,55.98,0.86,0.75,2818.53,77.49
2026-01-09T02:50:00,ESP-Well-001,94.15,371.46,926.54,66.62,0.97,0.73,2947.01,84.02
2026-01-09T03:00:00,ESP-Well-001,107.26,348.09,1075.56,62.55,1.13,0.41,2578.87,80.76
2026-01-09T03:10:00,ESP-Well-001,108.07,399.8,877.45,57.9,1.07,0.62,3138.14,85.4
2026-01-09T03:20:00,ESP-Well-001,108.01,387.19,800.23,60.82,0.81,0.31,3103.43,76.81
2026-01-09T03:30:00,ESP-Well-001,94.2,441.75,924.04,54.62,0.66,0.36,2936.83,84.85
2026-01-09T03:40:00,ESP-Well-001,107.99,326.44,807.0,69.91,0.6,0.67,2934.01,76.51
2026-01-09T03:50:00,ESP-Well-001,91.46,374.97,1071.72,55.92,1.3,0.71,3039.79,83.4
2026-01-09T04:00:00,ESP-Well-001,85.13,406.01,1157.02,68.26,1.17,0.73,2649.22,80.3
2026-01-09T04:10:00,ESP-Well-001,106.01,380.8,1022.95,65.39,1.31,0.64,2803.42,78.21
2026-01-09T04:20:00,ESP-Well-001,110.68,449.17,1184.08,65.68,0.88,0.24,2917.1,87.81
2026-01-09T04:30:00,ESP-Well-001,93.87,359.31,1136.14,58.91,1.25,0.45,2818.1,81.13
2026-01-09T04:40:00,ESP-Well-001,98.94,447.49,848.06,51.2,1.31,0.34,3109.94,87.12
2026-01-09T04:50:00,ESP-Well-001,95.95,291.35,1135.79,62.64,1.06,0.67,3164.81,82.74
2026-01-09T05:00:00,ESP-Well-001,90.15,415.71,1157.38,67.03,0.63,0.23,2609.38,82.23
2026-01-09T05:10:00,ESP-Well-001,91.65,425.47,1031.85,65.64,0.68,0.21,2552.94,80.05
2026-01-09T05:20:00,ESP-Well-001,106.36,337.94,1008.72,52.49,0.61,0.21,2693.45,81.38
2026-01-09T05:30:00,ESP-Well-001,93.19,419.64,1098.39,58.29,1.34,0.63,3206.24,81.66
2026-01-09T05:40:00,ESP-Well-001,100.79,276.08,1092.32,66.46,0.93,0.7,2980.17,75.49
2026-01-09T05:50:00,ESP-Well-001,109.67,290.22,949.67,60.93,0.69,0.3,3006.86,86.54
2026-01-09T06:00:00,ESP-Well-001,103.26,325.45,804.79,64.78,1.24,0.31,3039.38,83.56
2026-01-09T06:10:00,ESP-Well-001,104.98,363.71,891.41,53.24,0.89,0.34,2681.4,85.49
2026-01-09T06:20:00,ESP-Well-001,85.87,266.57,1156.57,65.27,1.04,0.54,3118.81,86.31
2026-01-09T06:30:00,ESP-Well-001,107.02,375.6,990.97,57.31,1.39,0.4,3352.75,80.04
2026-01-09T06:40:00,ESP-Well-001,96.15,326.73,982.92,63.3,1.34,0.58,3225.45,77.55
2026-01-09T06:50:00,ESP-Well-001,85.92,297.53,873.17,53.02,0.72,0.52,2749.33,79.8
2026-01-09T07:00:00,ESP-Well-001,89.46,291.54,975.4,65.46,0.82,0.35,3270.54,81.34
2026-01-09T07:10:00,ESP-Well-001,98.89,295.08,926.3,52.68,1.05,0.49,2912.3,84.46
2026-01-09T07:20:00,ESP-Well-001,114.09,280.03,1042.62,52.55,1.3,0.31,2609.36,85.71
2026-01-09T07:30:00,ESP-Well-001,91.37,325.53,994.16,65.95,1.26,0.45,3239.72,76.69
2026-01-09T07:40:00,ESP-Well-001,113.88,411.58,838.44,65.61,1.15,0.51,3082.37,79.27
2026-01-09T07:50:00,ESP-Well-001,108.82,418.67,1011.62,56.89,0.79,0.7,3076.97,75.71
2026-01-09T08:00:00,ESP-Well-001,105.69,316.23,1128.28,63.33,0.91,0.68,2845.48,77.53
2026-01-09T08:10:00,ESP-Well-001,110.97,386.56,1149.78,69.42,0.91,0.49,2776.92,82.76
2026-01-09T08:20:00,ESP-Well-001,105.09,286.28,830.88,56.21,1.39,0.78,2960.29,83.03
2026-01-09T08:30:00,ESP-Well-001,89.12,398.68,945.65,69.52,1.01,0.24,2712.5,82.19
2026-01-09T08:40:00,ESP-Well-001,96.2,365.15,863.57,65.68,1.17,0.7,2641.19,82.56
2026-01-09T08:50:00,ESP-Well-001,87.7,411.51,1075.87,69.92,0.84,0.4,2552.99,83.01
2026-01-09T09:00:00,ESP-Well-001,104.62,295.84,1144.94,52.2,1.28,0.62,2840.63,84.11
2026-01-09T09:10:00,ESP-Well-001,89.76,449.99,973.16,67.39,1.1,0.26,3336.44,79.84
2026-01-09T09:20:00,ESP-Well-001,92.34,330.67,1112.96,65.5,1.2,0.37,2505.64,75.35
2026-01-09T09:30:00,ESP-Well-001,101.25,408.18,809.53,57.31,0.73,0.41,2617.5,86.38
2026-01-09T09:40:00,ESP-Well-001,106.73,272.57,939.74,57.12,0.65,0.56,2860.63,84.88
2026-01-09T09:50:00,ESP-Well-001,89.81,296.08,1028.73,53.72,1.1,0.43,3443.69,86.42
2026-01-09T10:00:00,ESP-Well-001,107.57,254.78,1105.59,64.1,1.17,0.32,3456.73,78.83
2026-01-09T10:10:00,ESP-Well-001,107.25,390.75,905.83,58.37,1.22,0.79,3388.73,78.75
2026-01-09T10:20:00,ESP-Well-001,111.46,399.21,933.95,53.11,1.2,0.26,3050.63,83.28
2026-01-09T10:30:00,ESP-Well-001,86.26,330.43,923.75,64.2,0.84,0.46,2902.78,79.89
2026-01-09T10:40:00,ESP-Well-001,106.03,367.08,803.55,54.78,1.0,0.78,2810.5,83.84
2026-01-09T10:50:00,ESP-Well-001,92.43,290.31,1045.88,51.42,1.17,0.57,3340.29,81.8
2026-01-09T11:00:00,ESP-Well-001,105.03,260.17,882.48,50.08,0.66,0.41,3264.84,85.57
2026-01-09T11:10:00,ESP-Well-001,97.16,253.88,913.47,56.81,1.02,0.64,2737.2,78.46
2026-01-09T11:20:00,ESP-Well-001,92.63,384.39,952.6,59.93,1.18,0.23,3198.33,87.97
2026-01-09T11:30:00,ESP-Well-001,95.73,299.48,1175.94,59.36,0.85,0.78,3184.49,84.09
2026-01-09T11:40:00,ESP-Well-001,112.02,350.71,922.27,63.06,0.81,0.66,2536.95,75.86
2026-01-09T11:50:00,ESP-Well-001,89.66,312.94,898.16,61.21,0.66,0.61,2919.07,79.89
2026-01-09T12:00:00,ESP-Well-001,103.82,299.93,1057.89,60.78,1.39,0.65,2919.64,85.24
2026-01-09T12:10:00,ESP-Well-001,98.05,323.04,972.33,63.11,0.81,0.7,2989.68,75.93
2026-01-09T12:20:00,ESP-Well-001,107.24,378.04,1033.44,60.97,0.93,0.79,3154.28,76.49
2026-01-09T12:30:00,ESP-Well-001,113.49,410.27,855.06,58.36,1.12,0.65,3143.11,83.86
2026-01-09T12:40:00,ESP-Well-001,112.81,278.63,1049.52,50.54,1.36,0.52,3188.89,80.22
2026-01-09T12:50:00,ESP-Well-001,110.59,447.59,804.25,53.86,0.71,0.66,2708.97,82.36
2026-01-09T13:00:00,ESP-Well-001,94.59,257.04,1017.7,50.79,1.21,0.71,2517.47,81.28
2026-01-09T13:10:00,ESP-Well-001,95.76,447.86,993.15,69.14,1.28,0.62,2937.59,78.47
2026-01-09T13:20:00,ESP-Well-001,112.25,363.23,924.56,66.11,0.79,0.47,2541.89,82.96
2026-01-09T13:30:00,ESP-Well-001,87.75,336.11,952.84,62.65,0.79,0.48,3429.22,87.48
2026-01-09T13:40:00,ESP-Well-001,105.57,370.1,1074.17,68.08,1.39,0.43,2837.27,78.53
2026-01-09T13:50:00,ESP-Well-001,87.51,385.16,1170.58,64.23,0.74,0.65,3302.07,87.48
2026-01-09T14:00:00,ESP-Well-001,97.8,284.14,1160.38,60.46,1.1,0.54,3190.4,77.79
2026-01-09T14:10:00,ESP-Well-001,102.36,266.33,1013.64,55.0,1.2,0.7,3109.85,84.0
